link_id,hardening_category,current_confidence,current_score,relationship_type,thirumurai_no,paadal_id,source_text,target_text,surface_overlap_estimate,shared_entity_types_before,synonym_score_before,recommended_algorithm_action,features_to_compute,proposed_confidence_policy,manual_review_needed_after_hardening,diagnostic_note
ppl_v4_base_89273040c12f782e,low_missing_entity_anchor,low,0.3199,explains_phrase,1,thirumurai_01_paadal_1056,"மெய் அல தேரர், “உண்டு, இலை” என்றே நின்றே தம்","விண் ஆகிய ஐம்பூதங்களில் நிறைந்து, அவற்றின் முதலாக விளங்கும் இறைவனாய், உண்மையல்லாதவற்றைப் பேசி உண்டு இல்லை என்ற உரைகளால் அத்தி நாத்தி எனக் கூறிக் கொண்டு தம் கைகளில் உணவேற்று உண்போராய சமணரும்",0.0667,,0.0,rerun_expanded_entity_anchor_detection,"expanded_entity_anchor_score,thalam_deity_anchor_score,myth_event_alignment_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",No accepted Entity v2 anchor overlaps both source and target spans.
ppl_v4_base_4f9840325f489b05,low_missing_entity_anchor,low,0.1508,describes_entity,1,thirumurai_01_paadal_1059,கைம் மகவு ஏந்திக் கடுவனொடு ஊடிக் கழை பாய்வான்,சிவந்த முகம் உடைய பெண் குரங்கு தனது ஆண் குரங்கோடு ஊடல் கொண்டு மூங்கில் புதரில் பாய்ந்து தன் உயிரை மாய்த்துக் கொள்ளுதற்காகத் தனது குட்டியையும் ஏந்திக் கொண்டு கரிய மலை மீது ஏறும் சிராப்பள்ளியில் எழுந்தருளியவனும் கொடிய முகத்தோடு கூடிய யானையின் தோலைப் போர்த்துள்ள விகிர்தனும் ஆகிய நீ படத்தோடு கூடிய முகத்தினை உடைய நாகப்பாம்பை அதன் பகைப்பொருளாகிய பிறை மதியுடன் முடிமிசை அணிந்திருத்தல் பழிதரும் செயல் அன்றோ,0.0192,,0.0,rerun_expanded_entity_anchor_detection,"expanded_entity_anchor_score,thalam_deity_anchor_score,myth_event_alignment_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",No accepted Entity v2 anchor overlaps both source and target spans.
ppl_v4_base_28a20f42e33d99bf,low_missing_entity_anchor,low,0.1951,describes_entity,1,thirumurai_01_paadal_1059,செம்முக மந்தி கருவரை ஏறும் சிராப்பள்ளி,சிவந்த முகம் உடைய பெண் குரங்கு தனது ஆண் குரங்கோடு ஊடல் கொண்டு மூங்கில் புதரில் பாய்ந்து தன் உயிரை மாய்த்துக் கொள்ளுதற்காகத் தனது குட்டியையும் ஏந்திக் கொண்டு கரிய மலை மீது ஏறும் சிராப்பள்ளியில் எழுந்தருளியவனும் கொடிய முகத்தோடு கூடிய யானையின் தோலைப் போர்த்துள்ள விகிர்தனும் ஆகிய நீ படத்தோடு கூடிய முகத்தினை உடைய நாகப்பாம்பை அதன் பகைப்பொருளாகிய பிறை மதியுடன் முடிமிசை அணிந்திருத்தல் பழிதரும் செயல் அன்றோ,0.0200,,0.0,rerun_expanded_entity_anchor_detection,"expanded_entity_anchor_score,thalam_deity_anchor_score,myth_event_alignment_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",No accepted Entity v2 anchor overlaps both source and target spans.
ppl_v4_base_f5e33dc9afbd3c1a,low_missing_entity_anchor,low,0.1866,describes_entity,1,thirumurai_01_paadal_1059,வெம் முக வேழத்து ஈர் உரி போர்த்த விகிர்தா! நீ,சிவந்த முகம் உடைய பெண் குரங்கு தனது ஆண் குரங்கோடு ஊடல் கொண்டு மூங்கில் புதரில் பாய்ந்து தன் உயிரை மாய்த்துக் கொள்ளுதற்காகத் தனது குட்டியையும் ஏந்திக் கொண்டு கரிய மலை மீது ஏறும் சிராப்பள்ளியில் எழுந்தருளியவனும் கொடிய முகத்தோடு கூடிய யானையின் தோலைப் போர்த்துள்ள விகிர்தனும் ஆகிய நீ படத்தோடு கூடிய முகத்தினை உடைய நாகப்பாம்பை அதன் பகைப்பொருளாகிய பிறை மதியுடன் முடிமிசை அணிந்திருத்தல் பழிதரும் செயல் அன்றோ,0.0189,,0.0,rerun_expanded_entity_anchor_detection,"expanded_entity_anchor_score,thalam_deity_anchor_score,myth_event_alignment_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",No accepted Entity v2 anchor overlaps both source and target spans.
ppl_v4_base_1952ca8af6f3d2e1,low_missing_entity_anchor,low,0.2572,describes_entity,1,thirumurai_01_paadal_1060,"மந்தம் முழவம் மழலை ததும்ப, வரை நீழல்",மந்த சுருதியினை உடைய முழவு மழலை போல ஒலி செய்ய,0.0769,,0.0,rerun_expanded_entity_anchor_detection,"expanded_entity_anchor_score,thalam_deity_anchor_score,myth_event_alignment_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",No accepted Entity v2 anchor overlaps both source and target spans.
ppl_v4_base_b8c1dcd9475a71e8,low_missing_entity_anchor,low,0.2244,describes_entity,1,thirumurai_01_paadal_1061,"கறை மல்கு கண்டன், கனல் எரி ஆடும் கடவுள், எம்",பலவாகிய வழிகளைக் கொண்டுள்ள மலையடிவாரத்தில் விளங்கும் சுனைகளில் நெருங்கிப் பூத்த நீல மலர்களில் தங்கிச் சிறகுகளை உடைய வண்டுகளும் தும்பியும் இசைபாடும் சிராப்பள்ளியில் எங்கள் பெருமானாகிய சிவபிரான் கறை பொருந்திய கண்டத்தை உடையவனாய்க் கனலும் எரியைக் கையில் ஏந்தி ஆடும் எம் கடவுளாய்ப் பிறை பொருந்திய சென்னியை உடையவனாய் விளங்கியருள்கின்றான்,0.0750,,0.0,rerun_expanded_entity_anchor_detection,"expanded_entity_anchor_score,thalam_deity_anchor_score,myth_event_alignment_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",No accepted Entity v2 anchor overlaps both source and target spans.
ppl_v4_base_4eea4b73917fbaf0,low_missing_entity_anchor,low,0.2754,describes_entity,1,thirumurai_01_paadal_1064,வேய் உயர் சாரல் கருவிரல் ஊகம் விளையாடும்,கரிய விரல்களை உடைய கருங்குரங்குகள் விளையாடும் மூங்கில் மரங்கள் உயர்ந்து வளர்ந்துள்ள சாரலை உடைய சிராப்பள்ளியில் நெடிதாக உயர்ந்துள்ள கோயிலில் மேவிய செல்வராகிய பெருமானார் பேய்கள் உயர்த்திப் பிடித்த கொள்ளிகளைக் கைவிளக்காகக் கொண்டு,0.0357,,0.0,rerun_expanded_entity_anchor_detection,"expanded_entity_anchor_score,thalam_deity_anchor_score,myth_event_alignment_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",No accepted Entity v2 anchor overlaps both source and target spans.
ppl_v4_base_8bddf1e8a46fc414,low_order_only_support,low,0.2367,theological_explanation,1,thirumurai_01_paadal_102,பரவி,அந் நஞ்சினை உண்டு கண்டம் கறுத்தவரும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_af9c24977fc290ed,low_order_only_support,low,0.2629,glosses_word,1,thirumurai_01_paadal_103,நரி ஆடிய,கரிந்த கால்களை உடையனவும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_64d4444ab8c2e5b2,low_order_only_support,low,0.2743,interprets_image,1,thirumurai_01_paadal_103,நகு வெண் தலை உதையுண்டவை உருள,குடரைப் பிடுங்கி உண்பனவும் ஆகிய பேய்கள் ஆடும் இடுகாட்டில்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_14bc3a7560915a65,low_order_only_support,low,0.2857,glosses_word,1,thirumurai_01_paadal_103,எரி ஆடிய,நரிகள் உருட்டி விளையாடும் சிரிக்கும் வெண்டலை ஓடுகள் உதைக்கப்பட்டு உருள,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_4c0e69f43a9d54cd,low_order_only_support,low,0.3086,describes_entity,1,thirumurai_01_paadal_103,அரி ஆடிய,வண்டுக் கூட்டங்கள் இசைபாடச் செவ்வரி பரந்த கண்களை உடைய உமையம்மையோடு எழுந்தருளிய இடம்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_89b7e2e48d90f0db,low_order_only_support,low,0.2629,glosses_word,1,thirumurai_01_paadal_104,பிளிறூ,ஒளி செய்யும் புலித்தோலை ஆடையாகக் கொண்டவனும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_d8e44b73c8cbe08c,low_order_only_support,low,0.1771,glosses_word,1,thirumurai_01_paadal_104,விகிர்தன்; இராவணனை,ஒளி செய்யும் புலித்தோலை ஆடையாகக் கொண்டவனும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_8be9f0bd2f0834b2,low_order_only_support,low,0.2867,explains_phrase,1,thirumurai_01_paadal_1048,"மாதவி மேய வண்டு இசை பாட, மயில் ஆட",அவற்றிற்குப் பரிசிலாகப் புன்னை மரங்கள் விரிந்த மலர்களின் மகரந்தங்களைப் பொன்னாக அளிக்கும் இயற்கைவளம் சான்ற புறவம் என்னும் பதி,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_f89c5025a3ea9201,low_order_only_support,low,0.17,describes_entity,1,thirumurai_01_paadal_105,கிளர்,தளராத தனபாரங்களையும் மலர்ந்த சிரிப்பையும் உடைய உமையம்மையின் கணவனும் ஆகிய சிவபிரானின் திருவடிகளே நமக்குக் காப்பு,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_837d399a0a594b0b,low_order_only_support,low,0.245,describes_entity,1,thirumurai_01_paadal_105,தாமரை மலர்மேல் உறை கேடு இல்,விள மரத்தின் கனியை உகுப்பது போல அம்மரவடிவாய் நின்ற அரக்கனை அழித்த கருங்கடல் வண்ணனாகிய திருமாலும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_8a4a2021b44d7ca8,low_order_only_support,low,0.245,explains_phrase,1,thirumurai_01_paadal_105,"தளராமுலை, முறுவல், உமை",நீரில் கிளர்ந்து தோன்றிய தாமரை மலர்மேல் உறையும்குற்றம் அற்ற புகழாளனாகிய வேதாவும் அடிமுடிகளை அளவிட்டுக் காண இயலாதவாறு அழல் வடிவாய் நின்ற தலைவனும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_c0022a9d38a3aa2e,low_order_only_support,low,0.2438,glosses_word,1,thirumurai_01_paadal_106,மார்வம் புதை,அவர்களுடைய உரைகளைக் கொள்ளாதீர்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_d70c5216cc3ceeab,low_order_only_support,low,0.2438,describes_entity,1,thirumurai_01_paadal_106,அண்ணாமலை அண்ணல்,மரவுரியால் மார்பை மிகவும் மறைத்து வருபவர் ஆகிய புத்தரும் போதிய பயிற்சியின்றித் தொடக்க நிலையில் உள்ளவர்கள் ஆதலின்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_cbbe9ff0cca6d9c3,low_order_only_support,low,0.2867,explains_phrase,1,thirumurai_01_paadal_1062,தலைவரை நாளும் தலைவர் அல்லாமை உரைப்பீர்காள்,நிலவுலகில் நீலம் உண்டதுகிலின் நிறத்தை,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_c94fbe6ac3f1009a,low_order_only_support,low,0.2629,explains_phrase,1,thirumurai_01_paadal_107,அம்பு,வெம்மை மிக்க கதிரவன் ஒளிபுகாதவாறு தடுக்கும் விரிந்த சாரலை உடையதும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_fc52a2bf46680d51,low_order_only_support,low,0.2057,explains_phrase,1,thirumurai_01_paadal_107,அதனை,வெம்மை மிக்க கதிரவன் ஒளிபுகாதவாறு தடுக்கும் விரிந்த சாரலை உடையதும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_fb62941d63f514b9,low_order_only_support,low,0.1933,explains_phrase,1,thirumurai_01_paadal_1071,கொல்லை முல்லை மெல் அரும்பு ஈனும் குற்றாலம்,நம்மவர்களே,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_416b4dc0aba3de1d,low_order_only_support,low,0.2533,explains_phrase,1,thirumurai_01_paadal_1076,கூதல் மாரி நுண்துளி தூங்கும் குற்றாலம்,நம்மவர்களே,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_87a226c754339e30,low_order_only_support,low,0.2533,theological_explanation,1,thirumurai_01_paadal_1077,குரவம்பாவை முருகு அமர் சோலைக் குற்றாலம்,பணியும் தொண்டர்களே,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_8fa5c0b9f3a00f33,low_order_only_support,low,0.2914,interprets_image,1,thirumurai_01_paadal_108,"உடையான், ஒரு சரி கோவணம் உடையான்",சடைமுடியில் கங்கையைத் தரித்தவனும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_1d654f9166ac0a23,low_order_only_support,low,0.2962,interprets_image,1,thirumurai_01_paadal_108,படை ஆர் மழு,இடையினின்று சரிந்து நழுவும் ஒப்பற்ற கோவண ஆடையை அணிந்தவனும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_e2bc1159e12bbd7d,low_order_only_support,low,0.3057,glosses_word,1,thirumurai_01_paadal_108,மடமான் விழி,பலவகையான பூதங்களைப் படையாகக் கொண்டவனும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_8c120e0807ee9069,low_order_only_support,low,0.3152,interprets_image,1,thirumurai_01_paadal_108,விடை ஆர் கொடி,என்னை ஆளாக உடையவனும்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_20330eeb43c82250,low_order_only_support,low,0.2533,theological_explanation,1,thirumurai_01_paadal_1084,"துன்னிய சோதி ஆகிய ஈசன், தொல்மறை",பொன் போன்ற கொன்றை மலர்,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_b4237cb84b84611d,low_order_only_support,low,0.16,interprets_image,1,thirumurai_01_paadal_1087,"பத்தின, திண்தோள் இருபதும், செற்றான் பரங்குன்றைச்",வினைகள் நம் மேல் நில்லா,0.0000,,0.0,run_global_sequence_and_neighbor_alignment,"sequence_consistency_score,reverse_alignment_score,prev_anchor_score,next_anchor_score,relation_cue_score",medium_after_sequence_confirmation_else_low_review,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span","The selected target is mainly supported by poem/commentary order, with little lexical or entity evidence."
ppl_v4_base_ded5e82c5a823527,low_surface_vocab_gap,low,0.286,theological_explanation,1,thirumurai_01_paadal_10,"ஒத்த சொல்ல, உலகம் பலி தேர்ந்து, எனது உள்ளம் கவர் கள்வன்",புண்ணியம் இன்மையால் புத்தர்களும் அறிவற்ற சமணர்களும் சைவத்தைப் புறங்கூறச் சான்றோர் வகுத்த நெறியில் நில்லாது,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_56a04c3dd164fcc5,low_surface_vocab_gap,low,0.2915,explains_phrase,1,thirumurai_01_paadal_10,"மத்தயானை மறுக, உரி போர்த்தது ஒர்மாயம் இது!” என்ன",தமக்கு ஏற்புடையவாகத் தோன்றிய பிழைபட்ட கருத்துக்களைச் சொல்லித் திரிய,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_bcf702c5c9cd362d,low_surface_vocab_gap,low,0.2058,describes_entity,1,thirumurai_01_paadal_102,பெருகும் புனல்,பெருகிவரும் அருவி நீரை உடைய திருவண்ணாமலையில் பிறைமதி தோன்றிய பாற்கடலிடைத் தோன்றிய நஞ்சை உட்கொள்ளும் அளவிற்குத் துணிபுடையவரும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_1c298eafb9dd9dcc,low_surface_vocab_gap,low,0.3074,glosses_word,1,thirumurai_01_paadal_102,பருகும் தனை,அந் நஞ்சினை உண்டு கண்டம் கறுத்தவரும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_dd8c3a913a4f010b,low_surface_vocab_gap,low,0.2649,interprets_image,1,thirumurai_01_paadal_102,"துணிவார், பொடி அணிவார், அது பருகிக்",திருவெண்ணீற்றை அணிந்தவரும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_fdc3987301d8fef4,low_surface_vocab_gap,low,0.2261,explains_phrase,1,thirumurai_01_paadal_102,கருகும்,மணம் கமழும் சடைமுடியை உடையவரும் ஆகிய சிவபிரானின் திருவடிகளை வாழ்த்தி உருகும் மனம் உடையவர்கட்கு மிக்க நோய்கள் எவையும் வாரா,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_34b359d6a15837b4,low_surface_vocab_gap,low,0.1976,explains_phrase,1,thirumurai_01_paadal_102,"மிடறு உடையார், கமழ் சடையார், கழல்",பெருகிவரும் அருவி நீரை உடைய திருவண்ணாமலையில் பிறைமதி தோன்றிய பாற்கடலிடைத் தோன்றிய நஞ்சை உட்கொள்ளும் அளவிற்குத் துணிபுடையவரும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_defeb0b47b893d00,low_surface_vocab_gap,low,0.2815,explains_phrase,1,thirumurai_01_paadal_102,உருகும் மனம் உடையார் தமக்கு உறு,திருவெண்ணீற்றை அணிந்தவரும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_364cc0d957fc36ab,low_surface_vocab_gap,low,0.1412,describes_entity,1,thirumurai_01_paadal_1022,"அருவன், ஆலவாய் மருவினான்தனை",அருவனாய் விளங்கும் இறைவன் திருவாலவாயில் திருமால் பிரமர் ஆகிய இருவர் போற்றும் உருவனாய் மருவி ஓங்கி நிற்கின்றான்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_19074d1ab20aa309,low_surface_vocab_gap,low,0.2011,theological_explanation,1,thirumurai_01_paadal_1024,"அடிகள் ஆலவாய், படி கொள் சம்பந்தன்",ஆலவாயில் எழுந்தருளிய அடிகளாகிய இறைவனது திருவருளில் தோய்ந்த ஞானசம்பந்தனின் அழிவற்ற இனிய இத்தமிழ் மாலை நமக்கு வரும் வினைகளைப் போக்குவதாகும்,0.0000,BODY_PART,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
ppl_v4_base_fbdf66b3738c2120,low_surface_vocab_gap,low,0.1302,explains_phrase,1,thirumurai_01_paadal_1024,முடிவு இல் இன்தமிழ் செடிகள் நீக்குமே,ஆலவாயில் எழுந்தருளிய அடிகளாகிய இறைவனது திருவருளில் தோய்ந்த ஞானசம்பந்தனின் அழிவற்ற இனிய இத்தமிழ் மாலை நமக்கு வரும் வினைகளைப் போக்குவதாகும்,0.0000,,0.0,apply_semantic_morph_ontology_rerank,"semantic_lexicon_score,morphology_stem_score,ontology_relation_score,polysemy_disambiguation_score",medium_or_high_after_semantic_anchor,"YES if final_score < medium threshold, best_second_margin < 0.05, or no exact target span",The paadal line and selected pozhppurai target share little surface vocabulary.
